set4_id,DataVizRoles_collapsed,YearsDataVizExperience_buckets,ToolsFreq_,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,ToolsFreq_ArcGIS_encoded,ToolsFreq_Canva_encoded,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL
BlwZ,Academic,1-5,6,Never,Never,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Often,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],Excel; Power BI; PowerPoint,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
QGIX,Hobbyist,1-5,12,Never,Never,Never,Often,Sometimes,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Often,Never,Often,Never,Never,Never,Sometimes,Often,Often,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Never,[^not answered],D3.js; React; Figma,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
umTW,Academic,11-15,15,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Never,Often,Never,Never,Often,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Inkscape,Plotly; Python,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
tvhm,Academic,1-5,13,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,Often,Sometimes,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],Often,Sometimes,[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,Sometimes,[^not chosen],[^not chosen],[^not chosen],Often,Sometimes,[^not chosen],Sometimes,[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],QGIS; Illustrator; Tableau,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
DWjH,Employee,1-5,8,Never,Never,Never,Rarely,Never,Often,Sometimes,Never,Never,Never,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,[^not chosen],Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BBpN,Employee,6-10,8,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Often,Never,Sometimes,[^not answered],p5;vue;vega,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
AgFG,Employee,1-5,6,Never,Never,Never,Never,Never,Often,Rarely,Never,Never,Never,Never,Often,Never,Often,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Q,PowerPoint; Illustrator; Excel,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mtif,Employee,1-5,5,Never,Sometimes,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],[^not answered],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wfrN,Employee,1-5,11,Never,[^not chosen],Sometimes,Often,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Often,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],"Observable, d3, js",0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eGvZ,Employee,1-5,12,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Often,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Often,Never,Never,Rarely,Rarely,Rarely,Never,Never,Never,[^not answered],ggplot2; svelte,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
ParX,Freelance,1-5,9,Often,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],[^not answered],1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Xmpf,Employee,6-10,24,Rarely,Rarely,Rarely,Sometimes,Rarely,Often,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Often,Never,Never,Never,Never,Often,Never,Never,Sometimes,Rarely,Often,Often,Often,Often,Often,Often,Often,Never,Often,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
ubIv,Employee,6-10,10,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Often,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],PowerBI;Excel;Tableau,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
hZoz,Freelance,6-10,9,Never,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,[^not answered],Illustrator; QGIS,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
CIgD,EmployeeAND,6-10,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAKf,Employee,16-20,14,Never,Rarely,Never,Never,Never,Often,Never,Rarely,Rarely,Never,Often,Often,Never,Never,Never,Often,Never,Never,Never,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,SankeyMATIC,Excel; Tableau; Looker,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
fJWL,Employee,6-10,3,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,Often,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
sWVd,Employee,1-5,6,Rarely,Never,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,[^not chosen],Often,Never,Never,Never,Never,[^not answered],Tableau,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nYco,Employee,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oPVN,Employee,1-5,18,Never,Never,Often,Often,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Often,Never,Often,Rarely,Never,Sometimes,Never,Rarely,Often,Often,Often,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Often,Never,Never,Never,Sometimes,Sometimes,Arduino; Physical Computing,"p5/processing, Svelte, physicalisation",0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
cxbx,Employee,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBud,Employee,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jICr,Employee,6-10,5,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[\unfinished],[\unfinished],0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XGXD,OtherCombo,16-20,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukai,EmployeeANDFreelanceAND,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRje,Employee,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sSus,Employee,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HkiH,Employee,6-10,13,Never,Never,Sometimes,Often,Never,Sometimes,Often,Sometimes,Never,Never,Never,Often,Never,Often,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,HTML; CSS; JavaScript; Node.js,Svelte; HTML; CSS; Figma,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
xbkz,Freelance,1-5,18,Never,Never,Sometimes,Often,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Often,Never,Never,Often,Sometimes,Rarely,Never,Often,Rarely,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Often,Never,Never,Never,Often,Rarely,Layercake,Svelte;Layercake,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
etKh,Employee,1-5,4,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,Sometimes,Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sCOJ,Employee,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MQVU,Employee,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WiTA,Employee,1-5,24,Never,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,[^not answered],[^not answered],0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
YVWU,Employee,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emjD,Employee,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JhNd,Employee,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zyqc,Employee,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FzXO,Employee,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sLND,EmployeeAND,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fjcK,Freelance,6-10,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozNE,Employee,1-5,4,[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Oracle Analytics,[\unfinished],0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hHNF,Employee,11-15,6,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],Never,[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],python,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
